QueryText,Sector
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Contact no. Of Chief Agricultural Officer of Amritsar ?
",AGRICULTURE
"INFORMATION REGARDING CONTROL OF FRUIT DROP ?
",HORTICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Fertilizer in CUCUMBER?
",HORTICULTURE
"Information regarding contact no. of KVK Amritsar?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
information regarding weather forecasting?
Information reagding control of Pink Stem Borer in wheat ?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"information regarding availability of pusa basmati 1718 seed?
",AGRICULTURE
"Information regarding improved variety of CUCUMBER?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding to varieties of fodder maize and seed rate ?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",AGRICULTURE
"Information regarding Stem rot in Barseem?
",AGRICULTURE
"Information regarding sowing time of Cucurbits?
",HORTICULTURE
"Information regarding control of Brinjal shoot and Fruit borer?
",HORTICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
information regarding control of catterpillar in barseem ?,AGRICULTURE
"information regarding growth of bottle gourd?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
INFORMATION REGARDING ABOUT KINNOW ?,HORTICULTURE
INFORMATION REGARDING CONTROL OF  CATTERPILLAR IN WHEAT ?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding to control fruit borer in cucumber ?,HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding Stem rot in Barseem?
",AGRICULTURE
INFORMATION REGARDING HARVEST TIME OF BARSEEM AFTER SPRAY OF FUNGICIDE ?,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
INFORMATION REGARDING RED BEETLE ?,AGRICULTURE
"Query about control of caterpillar in barseem ?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
WHAT IS USE FOR GROWTH IN BOTTLE GOURD ?,AGRICULTURE
Information regarding omite and police medicine mix spray on marigold?,HORTICULTURE
"Information regarding control of Downy mildew?
",HORTICULTURE
information regarding weather forecasting?,AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"Information regarding Fertilizer in BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding control to Caterpillar in barseem fodder ?,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding Fertilizer in SPONGE GOURD(Kali Tori)?
",HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"Information regarding Tobacco cacterpillar in Summer moong?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
 ",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of Fruit Borer in Tomato?
",HORTICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"Information regarding improved varieties of Basmati?
",AGRICULTURE
"information regarding yield of pusa basmati 1718?
",AGRICULTURE
"Information regarding control of Pink Stem Borer in wheat ?
",AGRICULTURE
information regarding fertilizer dose in marigold?,HORTICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding yield of pusa basmati 1718?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"
Information regarding control of Blight of Brinjal?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
"Information regarding sowing time of Direct Seeded Rice ?
",AGRICULTURE
"Information regrading Seed rate in Direct Seeded Rice?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"INFORMATION REGARDING CONTROL OF FRUIT DROP IN LEMON?
",AGRICULTURE
information regarding feeding problem berseem to cattle?,AGRICULTURE
information regarding  direct sowing of paddy?,AGRICULTURE
"Information regarding Sowing time of Summer moong?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
information regarding fruiting problem with amla tree?,HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding training of organic farming and vermicompost?,AGRICULTURE
"Information regarding contact no. Of Hoshiarpur KVK?
",AGRICULTURE
"Information regarding Contact no. Of Jalandhar ?
",AGRICULTURE
information regarding training of organic farming and vermicompost?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting rayya?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
INFORMATION REGARDING PADDY VARIETIES?,AGRICULTURE
"
information regarding weather forecasting ajnala ?
",AGRICULTURE
"INFORMATION REGARDING THE WEED MANAGEMENT IN BAJRA ?
",AGRICULTURE
"
information regarding weather forecasting?
Information regarding improved variety of SQUASH MELON?
Information regarding Sowing time of SQUASH MELON?
Information regarding Seed rate of SQUASH MELON?
Information regarding Seed treatment in SQUASH MELON?
Information regarding Spacing of SQUASH MELON?
Information regarding Fertilizer in SQUASH MELON?
",AGRICULTURE
"Information regarding Control of Jassid or Pyrilla in Mazie crop ?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
Information regarding control of  insect pest in cowpea ?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding storage of seed of wheat crop for next time sowing ?,AGRICULTURE
"
Information regarding control of Fruit Rot and Die back in Chilli crop?
",HORTICULTURE
information regarding vegetables pollination problems?,HORTICULTURE
"Information regarding Control of Armyworm and silk cutter in Mazie crop ?
",AGRICULTURE
information regarding to control Pod borer in moong ?,AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"Information regarding control of Blight in CUCUMBER?
",HORTICULTURE
"Query about MSP of wheat?
",AGRICULTURE
information regarding to seed rater of dhaincha for green manure  ?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Fertilizer in BITTER GOURD(Karela)?
",HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"information regarding yield of pusa basmati 1718?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding spray on brinjal crop?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding control red pumpkin beetle ?
",HORTICULTURE
"Information regarding control of aphid and othe sucking pest in cucurbits?
",HORTICULTURE
"Information regarding control of aphid and othe sucking pest in cucurbits?
",HORTICULTURE
"Information regarding Fertilizer in SQUASH MELON?
",HORTICULTURE
"Information regarding control of Blight in Tomato crop?
",HORTICULTURE
information regarding weather forecasting?,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding sowing date of paddy?
",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"information regarding fertilizer doses in citrus?
",HORTICULTURE
Information regarding improved varieties of Paddy?,AGRICULTURE
Information regarding nursery sowing and transplanting time of Paddy?,AGRICULTURE
"Information regarding how to control weeds in  paddy nursery?
",AGRICULTURE
"Information regarding how to control weeds in  paddy nursery?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding fertilizer used in Sugarcane spring season?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding yield of pusa basmati -1718?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding improved varieties of Paddy?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
information regarding weather forecasting AMRITSAR ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding transplanting date for paddy?
 ",AGRICULTURE
"
 Information regarding weather forecasting? 
 ",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"INFORMATION REGARDING CONTROL OF FRUIT DROP IN MANGO?
",HORTICULTURE
" 
Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
