QueryText,Sector,aug_method
INFORMATION REGARDING FOR THE CONTROL OF FOOT ROOT IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding control of root rot in basmati-3?,AGRICULTURE,original
weather information,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding for the stem rot in paddy ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF TERMITE ATTACK IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF JASSIDS IN BRINJAL(BAINGAN)  CROP?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
Flowering of brinjal????,HORTICULTURE,original
INFORMATION REGARDING GROWTH  OF RICE ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Blight inpaddy????,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Foot rot in basmati rice????,AGRICULTURE,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) PLANTING?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT IN BASMATI RICE ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR  WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING DEFICIENCY OF IRON IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING GROTH OF RICE  ?,AGRICULTURE,original
INFORMATION REGARDING GROTH OF RICE  ?,AGRICULTURE,original
INFORMATION REGARDING  WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding how to control Rice Stemborer in Basmati?,AGRICULTURE,original
HOW TO CONTROL FUNGAL DISEASES IN PADDY CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF RICE STEMBORER IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF CONTROL OF SHEATH BLOIGHT IN RICE?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY ?,AGRICULTURE,original
CONTROL OF PLANT HOPPER IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding fungicide for paddy ?,AGRICULTURE,original
Information regarding how to improve grain quality of Pusa Punjab Basmati?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
Information regarding how to control Foot-Rot in Basmati?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN PADDY,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF ZINC DEFICIENCY IN BASMATI?,AGRICULTURE,original
INFORMATION REGARDING IRON DEFICIENCY IN PADDY ?,AGRICULTURE,original
Information regarding how to control Fruit Borer in Brinjal?,HORTICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
CONTROL OF IRON DEFICIENCY IN PADDY?,AGRICULTURE,original
HOW TO CONTROL FUNGAL DISEASES IN PADDY CROP ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT IN RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information rigarding subsity of rotavator ?,AGRICULTURE,original
fruit fly in guava?,HORTICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FALSE SMUT  DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF WHITE FLY ON COTTON?,AGRICULTURE,original
CONTROL OF VOLUNTEER PLANTS IN PADDY?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
Information regarding contact no. of Amritsar kvk????,AGRICULTURE,original
Information regarding how to improve growth in Basmati-1121?,AGRICULTURE,original
Information regarding how to control Powdry Mildew in Chillies?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN SUMMER TORIA CROP?,AGRICULTURE,original
Information regarding how to control Sheath Blight Disease in Paddy?,AGRICULTURE,original
Information regarding how to control termite pest in Paddy?,AGRICULTURE,original
information regarding fungus attack,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FALSE SMUT  DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING TRANING OF MUSHROOM?,HORTICULTURE,original
INFORMATION REGARDING FOR THE TOTAL DOSE OF UERA IN PADDY ?,AGRICULTURE,original
"REGARDING CONTACT NO OF PUNJAB AGRICULTURAL UNIVERSITY , LUDHIANA",AGRICULTURE,original
INFORMATION REGARDING CONTROL ZINC DIFICIENCY IN RICE?,AGRICULTURE,original
regarding shoot borer in brinjal,HORTICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
information regarding control of broadleaf weeds in paddy ?,AGRICULTURE,original
information regarding control of broadleaf weeds in paddy ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
information regarding for the chief agri. officer?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding how to control Rice Stemborer in Paddy?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
Information regarding how to control Plant Hoppers in Basmati-1509?,AGRICULTURE,original
information regarding control of fungus in brinjal?,HORTICULTURE,original
INFORMATION REGARDING PHASPHORUS DEFICINCY IN PADDY?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION  REGARDING CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN RICE,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING KISAN MELA AT LUDHIANA,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding how to control Sheath Blight Disease in Paddy?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF STEM BORER IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING CONTOL OF  RUST IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF SHEATH BLIGHT IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding toria?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF BLIGHT IN KADU?,HORTICULTURE,original
INFORMATION REGARDING  WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SEATH BLIGHT IN RICE?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
CONTROL OF ROOT ROT IN PADDY FIELD?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SEATH BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SEATH BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF NECK BLAST  DISEASE ATTACK ON PADDY(JHONA) CROP,AGRICULTURE,original
information regarding for weather ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF BLIGHT IN RICE?,AGRICULTURE,original
stem borer in paddy,AGRICULTURE,original
CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
CONTROL OF APHID IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,original
CONTROL OF RICE STEMBORER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGRADING TO CONTROL OF FUNGAL DISEASE IN RICE?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORCASTING,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORCASTING,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SETM BORER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CURRENT WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING THE CONTROL OF DIE BACK IN CITRUS,HORTICULTURE,original
INFORMATION REGARDING THE CONTROL OF DIE BACK IN CITRUS,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF STEM BORER IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
CONTROL OF MAIZE BORER?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING  WEATHER ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORERS IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding control of fruit dropping of citrus plants ?,HORTICULTURE,original
GRASSHOPPER IN PADDY,AGRICULTURE,original
Information regarding how to control Rice Stemborer in Basmati-1121?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF STEMBORERS IN BASMATI RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE DATE OF KISAN MELA IN PAU LUDHIANA?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAIN FALL TODAY?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING CHANCE OF RAIN FALL TODAY?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
information regarding control of termite in brinjal?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF BLIGHT IN  CHILLI ?,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF STEM BORER IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF TOBBACO CATTERPILLER IN CAULIFLOWER CROP?,HORTICULTURE,original
information regarding current weather,AGRICULTURE,original
INFORMATION REGARDING FERAS DIFICIENCY IN RICE?,AGRICULTURE,original
INFORMATION REGARDING  CONTROL OF GOB WALI SUNDI,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding gob wali sundi,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER ?,AGRICULTURE,original
information regarding control of grasshoper in paddy crop?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF CATERPILAR IN GUAVA?,HORTICULTURE,original
INFORMATION REGARDING FOR THE WEED CONTROL IN PADDY(JHONA) NURSERY(POST -GERMINATED CONDITION)?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
MSP OF WHEAT,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING  WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING GROWTH OF RICE ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF PEA(MATAR)?,HORTICULTURE,original
CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
information regarding control of white fly in cotton,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION  REGARDING CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION  REGARDING CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION  REGARDING CONTROL OF SHEATH BLIGHT IN PADDY?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF MILLI BUG IN COTTON(NARMA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SETM BORER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SETM BORER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION REGARDING OF WEATHER?,AGRICULTURE,original
Information regarding for varieties of maize for fodder????,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEAT BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF JASSIDS IN COTTON(NARMA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF  STEM BORER IN RICE?,AGRICULTURE,original
information regarding weather,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
REGARDING YELLOWING OF LEAVES,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF ZINC DEFICENCY IN PADDY,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding for the stem rot in paddy ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN PADDY?,AGRICULTURE,original
Information regarding weather condition?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
CONTROL OF LEAF FOLDER IN PADDY?,AGRICULTURE,original
Information regarding weather condition?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
HOW TO CONTROL STEAM BORER IN PADDY CROP ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF FOOT ROT IN RICE?,AGRICULTURE,original
information regarding of weather ?,AGRICULTURE,original
Information regarding weather condition?,AGRICULTURE,original
Information regarding weather condition?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER  ?,AGRICULTURE,original
information regarding weather?,AGRICULTURE,original
INFORMATION REGARDING WEATHER  ?,AGRICULTURE,original
"""INFORMATION REGARDING FOR THE GROWTH OF PADDY?",AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
